candidate_id,age,10th_score,12th_score,12th_stream,grad_course,grad_stream,grad_score,languages_known,known_skills,additional_certifications,internship_experience,reservation_category,qualification_level,location_preference,applied_for_internship
654,21,91,86,Commerce,BE,HR,76.0,Odia,"Lab Work,Research,Finance,React",MS Office Cert,,SC,Graduate,Pune,True
655,23,88,79,,,,,"Tamil,Gujarati","Marketing,Teamwork,SQL,Python",,,ST,10th,Hyderabad,True
656,20,91,83,,,,,"Urdu,English","Cybersecurity,Networking,Finance,Java",,,SC,10th,Lucknow,True
657,21,71,73,Arts,B.Sc,HR,73.0,"Malayalam,Hindi","Lab Work,Research,Teamwork,Python",AI Cert,Cyber Security Intern,OBC,Graduate,Chennai,True
658,25,90,86,,,,,Gujarati,"AI/ML,Teamwork,React,Networking",,,ST,10th,Pune,True
659,20,84,86,Commerce,,,,"Hindi,Odia,Assamese","Java,Operations",,,General,12th,Indore,True
660,24,82,88,Arts,MBA,General,85.0,"Hindi,Urdu","Research,AI/ML",AI Cert,Marketing Intern,General,Postgraduate,Mumbai,True
661,24,79,72,,,,,"Punjabi,Marathi,Odia","SQL,Operations,Python",,,General,10th,Chennai,True
662,20,78,74,Arts,MBA,General,92.0,"Tamil,English,Marathi","Cybersecurity,Communication",Research Cert,Cyber Security Intern,General,Postgraduate,Bangalore,True
663,20,77,78,Commerce,,,,"Bengali,Assamese,Marathi","AI/ML,SQL,Teamwork",,,General,12th,Kolkata,True
664,22,81,75,Science,B.Com,HR,78.0,"Tamil,Bengali","Marketing,Java",,,OBC,Graduate,Pune,True
665,21,86,85,Arts,B.Com,Electrical,87.0,Marathi,"Python,Research,Lab Work",,Technical Intern,General,Graduate,Lucknow,True
666,21,83,81,Commerce,,,,Odia,"Cybersecurity,Communication,Teamwork",,,OBC,12th,Bangalore,True
667,25,89,82,,,,,"Marathi,Bengali,English","Networking,Finance,React",,,General,10th,Lucknow,True
668,25,80,72,,,,,Kannada,"Communication,Python,Cybersecurity,Finance",,,ST,10th,Indore,True
669,24,78,71,,,,,Bengali,"Lab Work,Research,Networking,Java",,,SC,10th,Indore,True
670,22,71,89,Commerce,BE,Finance,79.0,Malayalam,"Communication,Python,Marketing,SQL",Cybersecurity Cert,,General,Graduate,Hyderabad,True
671,24,93,84,Science,,,,"Tamil,Odia,Telugu","Operations,Marketing,AI/ML,Python",,,General,12th,Jaipur,True
672,25,80,84,Arts,B.Sc,HR,83.0,Assamese,"AI/ML,Lab Work,Networking",Finance Cert,,SC,Graduate,Jaipur,True
673,22,72,80,Arts,,,,Marathi,"Lab Work,Cybersecurity,AI/ML,Communication",,,General,12th,Kolkata,True
674,23,93,73,,,,,"Malayalam,Tamil,Punjabi","Python,Communication",,,General,10th,Ahmedabad,True
675,23,82,83,Arts,,,,"Bengali,English","Communication,Cybersecurity,Operations",,,OBC,12th,Jaipur,True
676,20,77,76,,,,,"Punjabi,Assamese","Communication,Python,Networking,SQL",,,OBC,10th,Indore,True
677,24,90,70,Science,B.Com,Electrical,78.0,Assamese,"Python,Communication",Food Safety Cert,,OBC,Graduate,Pune,True
678,21,82,79,Arts,,,,English,"Research,Finance,React",,,OBC,12th,Indore,True
679,23,70,89,,,,,"English,Malayalam,Punjabi","Communication,Lab Work",,,ST,10th,Indore,True
680,22,75,89,Arts,,,,"Gujarati,Tamil","Networking,Operations,Teamwork",,,SC,12th,Bangalore,True
681,23,87,75,Commerce,BE,Finance,79.0,"Telugu,English,Punjabi","Lab Work,Finance",Research Cert,Mechanical Intern,OBC,Graduate,Ahmedabad,True
682,23,74,75,Arts,M.Sc,General,83.0,"English,Urdu,Telugu","React,Java,AI/ML",MS Office Cert,Food Science Intern,OBC,Postgraduate,Ahmedabad,True
683,24,87,71,Commerce,M.Tech,General,75.0,"Punjabi,Odia","SQL,Cybersecurity,AI/ML",Research Cert,Food Science Intern,SC,Postgraduate,Bangalore,True
684,24,79,81,Commerce,,,,"English,Punjabi","Communication,Finance,Java",,,General,12th,Ahmedabad,True
685,23,85,89,,,,,"Gujarati,Assamese,Telugu","Lab Work,Operations",,,General,10th,Bangalore,True
686,21,90,76,Science,B.A,Electrical,82.0,"Urdu,Telugu","Research,AI/ML,SQL",Finance Cert,,General,Graduate,Chandigarh,True
687,20,71,77,Commerce,B.Com,Mechanical,83.0,"Urdu,Hindi","SQL,Operations,Communication,Teamwork",,,SC,Graduate,Bangalore,True
688,22,95,88,,,,,"Malayalam,Telugu,Gujarati","Java,Networking,React",,,SC,10th,Indore,True
689,20,75,80,Commerce,B.A,General,69.0,"Malayalam,Hindi,Odia","Research,React,Cybersecurity,SQL",Cybersecurity Cert,,ST,Graduate,Delhi,True
690,21,93,82,Arts,M.Sc,General,87.0,"Hindi,Odia,Malayalam","Networking,Marketing,Python",Cybersecurity Cert,Research Intern,OBC,Postgraduate,Lucknow,True
691,20,78,85,,,,,Bengali,"React,Operations,Finance",,,OBC,10th,Ahmedabad,True
692,24,93,76,,,,,Bengali,"Lab Work,Communication,Networking,Python",,,ST,10th,Mumbai,True
693,22,72,77,Arts,B.Tech,General,87.0,Marathi,"AI/ML,Java",Finance Cert,Research Intern,SC,Graduate,Bangalore,True
694,24,95,78,Science,,,,"Kannada,Punjabi,Assamese","Finance,Java,Networking",,,SC,12th,Lucknow,True
695,24,95,83,Commerce,B.Com,HR,74.0,"Kannada,Tamil,Marathi","Networking,Research,SQL",Food Safety Cert,Cyber Security Intern,OBC,Graduate,Hyderabad,True
696,21,76,88,Arts,B.Com,Electrical,72.0,"Kannada,Bengali,Hindi","Python,Networking",,Marketing Intern,General,Graduate,Hyderabad,True
697,21,82,76,,,,,"Hindi,Urdu,Telugu","Marketing,Finance,Operations,Research",,,ST,10th,Chandigarh,True
698,21,73,89,Arts,MBA,General,92.0,"Urdu,Assamese,Gujarati","React,Operations,Java",AI Cert,Cyber Security Intern,General,Postgraduate,Delhi,True
699,23,90,84,,,,,Tamil,"React,AI/ML,Lab Work",,,ST,10th,Indore,True
700,23,93,70,Science,MBA,General,83.0,Tamil,"Finance,Cybersecurity",Food Safety Cert,Technical Intern,General,Postgraduate,Lucknow,True
701,24,83,81,Commerce,,,,"Tamil,Gujarati","Python,Teamwork",,,OBC,12th,Pune,True
702,23,80,78,Science,,,,"Malayalam,Bengali,Marathi","Networking,Python,React,Java",,,General,12th,Ahmedabad,True
703,25,75,73,Arts,M.Sc,General,90.0,Hindi,"Networking,Research,SQL,Python",Food Safety Cert,HR Intern,ST,Postgraduate,Bangalore,True
704,22,95,88,,,,,"Gujarati,Kannada,Telugu","Java,Cybersecurity,Research",,,OBC,10th,Jaipur,True
705,23,78,88,Arts,B.Sc,Finance,79.0,Hindi,"Networking,React",Research Cert,Marketing Intern,General,Graduate,Indore,True
706,23,91,74,Arts,B.Com,Mechanical,89.0,"Marathi,Hindi","Finance,Lab Work",AI Cert,,SC,Graduate,Bangalore,True
707,25,78,82,Science,,,,Hindi,"Research,Python,AI/ML",,,OBC,12th,Chennai,True
708,23,81,86,Commerce,,,,"Bengali,Gujarati","Lab Work,Java",,,General,12th,Chennai,True
709,24,85,87,Science,B.Com,HR,71.0,Punjabi,"Teamwork,Research,SQL",,Marketing Intern,SC,Graduate,Mumbai,True
710,23,95,85,Arts,,,,Tamil,"Java,Operations",,,SC,12th,Chennai,True
711,22,95,77,Commerce,,,,"Gujarati,Assamese","Finance,Java,Python",,,ST,12th,Bangalore,True
712,25,90,71,Commerce,M.Sc,General,94.0,"Tamil,Kannada","SQL,Marketing",Cybersecurity Cert,Cyber Security Intern,ST,Postgraduate,Delhi,True
713,22,93,72,,,,,"Telugu,Bengali","Teamwork,Cybersecurity,Research",,,ST,10th,Chandigarh,True
714,24,84,77,,,,,"Urdu,Punjabi","React,Python,Communication,Operations",,,General,10th,Chandigarh,True
715,21,92,85,Commerce,M.Tech,General,86.0,Kannada,"Research,Lab Work",MS Office Cert,Food Science Intern,SC,Postgraduate,Mumbai,True
716,25,79,75,Science,B.A,Finance,90.0,"Malayalam,Tamil,Bengali","Lab Work,Java",,HR Intern,ST,Graduate,Lucknow,True
717,25,70,80,Arts,M.Sc,General,81.0,"Assamese,Marathi","Python,Teamwork,Communication",AI Cert,HR Intern,General,Postgraduate,Indore,True
718,22,70,84,Science,M.Tech,General,88.0,Urdu,"SQL,Python,Cybersecurity",Finance Cert,,SC,Postgraduate,Delhi,True
719,23,94,83,Commerce,M.Tech,General,88.0,Punjabi,"Finance,Communication",Finance Cert,Cyber Security Intern,SC,Postgraduate,Ahmedabad,True
720,21,84,74,Commerce,MBA,General,94.0,"Bengali,Malayalam","SQL,Teamwork",Cybersecurity Cert,,OBC,Postgraduate,Chandigarh,True
721,23,74,85,Science,B.Tech,Computer Science,74.0,"Marathi,Punjabi","Networking,AI/ML,Operations,Lab Work",Research Cert,,General,Graduate,Delhi,True
722,21,93,89,,,,,"Assamese,English","Cybersecurity,React",,,OBC,10th,Bangalore,True
723,23,82,89,Arts,BE,HR,68.0,Punjabi,"SQL,Lab Work,Python,Research",,Cyber Security Intern,General,Graduate,Kolkata,True
724,24,73,76,Arts,MBA,General,88.0,Urdu,"React,Python,SQL,Marketing",Research Cert,Research Intern,OBC,Postgraduate,Ahmedabad,True
725,21,94,72,Science,B.Com,General,80.0,"Urdu,Hindi","Cybersecurity,Communication,Networking,Lab Work",Food Safety Cert,Food Science Intern,SC,Graduate,Indore,True
726,25,77,78,Science,,,,"English,Tamil,Telugu","Communication,Teamwork",,,OBC,12th,Jaipur,True
727,21,80,77,,,,,"Hindi,Marathi","Operations,Finance,Communication,SQL",,,ST,10th,Delhi,True
728,24,95,80,Commerce,B.Com,Finance,79.0,"Kannada,Punjabi,Assamese","Lab Work,React,Teamwork",,,ST,Graduate,Ahmedabad,True
729,24,92,77,Science,,,,"Gujarati,Kannada","Cybersecurity,AI/ML,Lab Work,Networking",,,General,12th,Chandigarh,True
730,25,74,90,Arts,,,,Urdu,"Operations,Cybersecurity",,,SC,12th,Ahmedabad,True
731,22,71,90,Science,B.Sc,Finance,76.0,"Tamil,Kannada,Hindi","Operations,Marketing",Research Cert,,General,Graduate,Lucknow,True
732,20,93,74,Commerce,B.Com,HR,66.0,"Assamese,Hindi","Marketing,Cybersecurity",,HR Intern,OBC,Graduate,Delhi,True
733,22,73,77,,,,,"Telugu,Kannada","SQL,Networking,Cybersecurity,Java",,,General,10th,Jaipur,True
734,24,71,77,Commerce,M.Tech,General,82.0,"English,Assamese","Communication,AI/ML,Teamwork",MS Office Cert,Mechanical Intern,ST,Postgraduate,Chennai,True
735,25,89,76,Science,,,,"Assamese,Hindi,Urdu","Networking,Finance,Communication,SQL",,,General,12th,Mumbai,True
736,22,94,86,Arts,,,,Marathi,"SQL,Java,AI/ML,Marketing",,,ST,12th,Pune,True
737,21,82,90,Commerce,B.A,HR,84.0,"Odia,Hindi","Communication,Marketing,Java",AI Cert,Mechanical Intern,General,Graduate,Ahmedabad,True
738,24,79,83,,,,,"Gujarati,Punjabi","AI/ML,SQL",,,SC,10th,Indore,True
739,23,91,78,Commerce,,,,"Hindi,English,Kannada","Java,Marketing,Networking",,,ST,12th,Bangalore,True
740,25,71,73,Arts,M.Tech,General,82.0,"Telugu,Urdu","Java,AI/ML",Food Safety Cert,Technical Intern,ST,Postgraduate,Pune,True
741,23,89,87,,,,,Marathi,"Research,Communication,Teamwork,Operations",,,General,10th,Mumbai,True
742,20,75,89,,,,,"Bengali,English","Cybersecurity,React,Operations,Python",,,OBC,10th,Kolkata,True
743,21,93,88,,,,,English,"Finance,Operations,Python,React",,,SC,10th,Kolkata,True
744,21,71,79,,,,,"Marathi,Urdu","Teamwork,Python,Marketing,AI/ML",,,ST,10th,Jaipur,True
745,25,75,70,,,,,"Assamese,English,Bengali","React,Lab Work,SQL",,,SC,10th,Pune,True
746,25,83,88,Arts,,,,"Malayalam,Odia,Hindi","AI/ML,Python,SQL",,,ST,12th,Chennai,True
747,23,81,72,,,,,"Malayalam,English,Assamese","Python,Finance",,,ST,10th,Lucknow,True
748,25,84,90,Arts,BE,Finance,84.0,Kannada,"React,AI/ML,Research,Teamwork",AI Cert,Food Science Intern,ST,Graduate,Ahmedabad,True
749,22,91,71,,,,,Punjabi,"Marketing,Networking,AI/ML,Operations",,,General,10th,Chennai,True
750,20,81,71,Arts,,,,Odia,"Cybersecurity,AI/ML,Networking,Communication",,,ST,12th,Lucknow,True
751,23,77,78,Commerce,B.Com,General,69.0,"Bengali,Punjabi,English","Python,Marketing,Networking",Food Safety Cert,,OBC,Graduate,Bangalore,True
752,20,83,82,Arts,,,,Urdu,"Finance,Python,Cybersecurity",,,ST,12th,Lucknow,True
753,22,88,74,Science,,,,"Urdu,Kannada,Punjabi","Teamwork,Java,Python",,,OBC,12th,Bangalore,True
754,25,75,80,,,,,Tamil,"Marketing,Cybersecurity,Research",,,SC,10th,Pune,True
755,21,89,77,,,,,"Hindi,English,Telugu","AI/ML,Communication",,,General,10th,Jaipur,True
756,23,76,74,Arts,MBA,General,80.0,"Kannada,Urdu","AI/ML,Python,Teamwork,Marketing",Cybersecurity Cert,HR Intern,SC,Postgraduate,Mumbai,True
757,21,83,76,Science,B.Sc,HR,82.0,Bengali,"Networking,Research,SQL",,,ST,Graduate,Kolkata,True
758,25,79,73,Commerce,B.A,General,67.0,"Urdu,Gujarati","AI/ML,SQL",Cybersecurity Cert,,ST,Graduate,Hyderabad,True
759,21,81,79,,,,,Urdu,"SQL,Operations",,,OBC,10th,Hyderabad,True
760,22,84,74,Science,B.Com,Computer Science,76.0,Marathi,"Teamwork,AI/ML,Networking",Cybersecurity Cert,,SC,Graduate,Chennai,True
761,20,89,78,Science,MBA,General,78.0,"Kannada,Malayalam","Operations,Python",Cybersecurity Cert,Marketing Intern,OBC,Postgraduate,Mumbai,True
762,25,70,86,Arts,,,,Kannada,"Teamwork,SQL,Research,Finance",,,SC,12th,Indore,True
763,20,88,88,Commerce,M.Sc,General,84.0,"Bengali,Malayalam","Finance,Networking,Cybersecurity",Finance Cert,Cyber Security Intern,SC,Postgraduate,Kolkata,True
764,22,92,78,,,,,"Kannada,Punjabi","Research,Marketing,Java",,,OBC,10th,Jaipur,True
765,22,72,79,Arts,,,,"Telugu,Punjabi","AI/ML,Marketing",,,SC,12th,Kolkata,True
766,22,85,87,Commerce,MBA,General,91.0,"Tamil,Kannada","Python,Java,SQL,Lab Work",Cybersecurity Cert,Marketing Intern,General,Postgraduate,Hyderabad,True
767,25,87,75,Science,,,,"Gujarati,Punjabi,Telugu","Lab Work,Finance",,,ST,12th,Chennai,True
768,22,76,74,Arts,B.A,Electrical,65.0,Hindi,"Teamwork,Python",Research Cert,Cyber Security Intern,SC,Graduate,Pune,True
769,23,92,87,Arts,,,,"Urdu,Telugu,Malayalam","Java,Operations,Marketing,Python",,,OBC,12th,Lucknow,True
770,22,71,72,Science,,,,"Telugu,Assamese,Punjabi","Networking,Lab Work",,,General,12th,Hyderabad,True
771,23,71,86,,,,,"Assamese,Tamil","Cybersecurity,Teamwork,Finance,Research",,,ST,10th,Pune,True
772,21,77,83,Arts,B.A,Mechanical,72.0,"Punjabi,Telugu,Kannada","SQL,Communication,Research",MS Office Cert,,ST,Graduate,Chandigarh,True
773,25,85,77,Science,,,,"Punjabi,Telugu","Communication,Python,Finance",,,OBC,12th,Ahmedabad,True
774,23,85,77,Commerce,,,,"Telugu,Urdu,Kannada","React,Operations,AI/ML,Teamwork",,,SC,12th,Kolkata,True
775,22,93,87,Arts,,,,"Kannada,Odia,Urdu","Marketing,AI/ML,Operations",,,OBC,12th,Chennai,True
776,20,78,85,Science,,,,"Tamil,Telugu","AI/ML,Cybersecurity,Operations,Finance",,,ST,12th,Mumbai,True
777,25,86,82,Arts,B.Tech,Computer Science,72.0,"Urdu,Hindi","AI/ML,Lab Work,React",Finance Cert,Research Intern,ST,Graduate,Lucknow,True
778,21,86,89,,,,,Punjabi,"Marketing,Research,Teamwork",,,OBC,10th,Pune,True
779,25,72,82,Arts,M.Sc,General,94.0,Odia,"Marketing,Operations,Java,Communication",AI Cert,Research Intern,ST,Postgraduate,Pune,True
780,24,84,76,Science,B.A,General,71.0,English,"Networking,Finance,Lab Work,Python",Cybersecurity Cert,Mechanical Intern,ST,Graduate,Delhi,True
781,20,86,82,Arts,,,,Hindi,"Python,Networking",,,SC,12th,Kolkata,True
782,22,72,71,Arts,BE,Computer Science,84.0,Telugu,"AI/ML,React,Research,Lab Work",Food Safety Cert,Technical Intern,SC,Graduate,Chandigarh,True
783,23,89,88,Science,B.A,Electrical,84.0,"Assamese,English,Odia","Python,AI/ML,Operations",,,General,Graduate,Delhi,True
784,23,85,74,,,,,Odia,"Marketing,Communication",,,ST,10th,Ahmedabad,True
785,20,71,83,Commerce,M.Sc,General,83.0,"Malayalam,Urdu,Tamil","Finance,SQL",Cybersecurity Cert,,General,Postgraduate,Hyderabad,True
786,21,80,74,Science,B.Tech,Electrical,77.0,"Assamese,Kannada","Java,Teamwork,Cybersecurity",,,ST,Graduate,Delhi,True
787,23,80,90,Commerce,,,,Kannada,"Cybersecurity,Teamwork",,,General,12th,Delhi,True
788,24,89,70,Science,,,,"Assamese,English","React,Finance",,,OBC,12th,Pune,True
789,24,72,71,,,,,"Bengali,Tamil","Networking,React,Python,Operations",,,OBC,10th,Chandigarh,True
790,20,84,72,Science,,,,"Tamil,Urdu","Lab Work,Teamwork",,,General,12th,Delhi,True
791,23,78,90,,,,,"Telugu,Malayalam,Tamil","Research,Python",,,General,10th,Chandigarh,True
792,25,93,79,Science,MBA,General,89.0,"Odia,Telugu,Kannada","AI/ML,SQL,Research",Finance Cert,Marketing Intern,General,Postgraduate,Indore,True
793,25,79,89,Arts,B.A,Electrical,71.0,"Urdu,Odia","Communication,Research,AI/ML",,Cyber Security Intern,OBC,Graduate,Pune,True
794,23,83,84,Arts,,,,Malayalam,"Cybersecurity,Networking",,,SC,12th,Bangalore,True
795,24,91,72,Arts,,,,"Odia,Gujarati,Assamese","React,Java",,,OBC,12th,Ahmedabad,True
796,23,70,90,Arts,MBA,General,89.0,"Malayalam,English","Marketing,Research",Food Safety Cert,HR Intern,ST,Postgraduate,Hyderabad,True
797,20,75,74,,,,,"Bengali,Gujarati,Hindi","Communication,Lab Work,Finance,Teamwork",,,SC,10th,Pune,True
798,21,95,76,Science,,,,"Malayalam,Telugu,Odia","React,Java,Teamwork",,,OBC,12th,Lucknow,True
799,20,86,86,Science,M.Sc,General,87.0,"Assamese,Bengali,Telugu","Lab Work,Teamwork,AI/ML",Research Cert,Research Intern,ST,Postgraduate,Ahmedabad,True
800,25,82,72,Arts,,,,"Odia,Urdu,Assamese","Teamwork,Marketing,Networking",,,OBC,12th,Mumbai,True
801,24,70,75,Science,,,,Odia,"Java,Cybersecurity,Teamwork",,,OBC,12th,Chandigarh,True
802,22,82,88,,,,,Assamese,"Cybersecurity,SQL,Finance",,,SC,10th,Indore,True
803,24,74,83,,,,,"Malayalam,Marathi,Assamese","Cybersecurity,Finance,Research,AI/ML",,,ST,10th,Mumbai,True
804,24,79,71,Arts,BE,General,71.0,Assamese,"AI/ML,Research",AI Cert,Research Intern,ST,Graduate,Mumbai,True
805,23,72,88,Commerce,,,,"Malayalam,Hindi","Java,AI/ML,Teamwork",,,OBC,12th,Kolkata,True
806,22,72,83,,,,,Telugu,"Cybersecurity,Communication",,,OBC,10th,Mumbai,True
807,20,87,73,Commerce,,,,Gujarati,"Teamwork,Java,AI/ML,Finance",,,OBC,12th,Kolkata,True
808,20,93,80,Arts,,,,"Tamil,Gujarati","SQL,Finance,Python",,,OBC,12th,Chennai,True
809,25,91,83,,,,,"Bengali,Punjabi,English","Cybersecurity,Python,Research",,,SC,10th,Ahmedabad,True
810,23,95,79,Commerce,,,,Odia,"SQL,Teamwork,Communication",,,ST,12th,Mumbai,True
811,25,74,77,,,,,"Punjabi,Gujarati","Python,Networking,Marketing,Cybersecurity",,,OBC,10th,Bangalore,True
812,20,84,83,Science,M.Tech,General,90.0,"Hindi,Kannada,Tamil","Marketing,SQL,React",Finance Cert,Cyber Security Intern,OBC,Postgraduate,Kolkata,True
813,25,73,81,,,,,"Telugu,Marathi,Urdu","Networking,Python",,,ST,10th,Chandigarh,True
814,24,84,80,Commerce,B.A,General,67.0,"English,Kannada","Marketing,Research",,Mechanical Intern,General,Graduate,Chandigarh,True
815,25,84,76,,,,,"Assamese,Odia","AI/ML,Research",,,SC,10th,Hyderabad,True
816,23,77,83,,,,,"Odia,Punjabi,Urdu","React,Teamwork,Networking",,,ST,10th,Chennai,True
817,22,95,72,,,,,"Marathi,Kannada,Bengali","SQL,Python,Marketing",,,SC,10th,Hyderabad,True
818,21,86,82,Arts,B.Com,Electrical,70.0,"Marathi,Telugu","Research,React",AI Cert,Cyber Security Intern,SC,Graduate,Bangalore,True
819,23,95,78,Commerce,MBA,General,87.0,"Odia,Marathi","Marketing,Python,SQL,React",MS Office Cert,Cyber Security Intern,General,Postgraduate,Jaipur,True
820,22,73,70,Science,,,,"Assamese,Telugu","AI/ML,Lab Work",,,OBC,12th,Lucknow,True
821,21,77,73,Arts,,,,Tamil,"Finance,React,Cybersecurity",,,OBC,12th,Pune,True
822,25,71,76,,,,,Telugu,"Research,AI/ML,Lab Work,Networking",,,ST,10th,Lucknow,True
823,25,91,77,Science,B.A,General,73.0,"Tamil,Kannada","Java,Operations,Lab Work,Research",,Mechanical Intern,SC,Graduate,Hyderabad,True
824,20,84,79,Science,M.Tech,General,81.0,"Tamil,English,Marathi","Networking,Communication",Food Safety Cert,Food Science Intern,SC,Postgraduate,Kolkata,True
825,25,83,88,Science,B.Com,Finance,79.0,"Marathi,Telugu","Communication,Research,Networking",Finance Cert,HR Intern,SC,Graduate,Bangalore,True
826,24,92,78,,,,,Telugu,"Operations,Cybersecurity,Python",,,SC,10th,Kolkata,True
827,21,92,73,Arts,M.Sc,General,81.0,"Telugu,Punjabi","Research,Networking,Java,Finance",AI Cert,Marketing Intern,SC,Postgraduate,Delhi,True
828,25,75,72,Science,,,,"Kannada,Telugu","SQL,Marketing",,,ST,12th,Hyderabad,True
829,22,86,71,Commerce,B.Com,Finance,70.0,"Assamese,Hindi","AI/ML,React",Research Cert,,General,Graduate,Chennai,True
830,23,73,71,Commerce,,,,Gujarati,"Lab Work,Teamwork",,,SC,12th,Lucknow,True
831,20,95,74,Arts,,,,"Kannada,Tamil","Marketing,SQL,Python",,,SC,12th,Kolkata,True
832,20,85,88,Commerce,,,,"English,Gujarati,Punjabi","React,Teamwork,Python,Communication",,,General,12th,Chandigarh,True
833,22,77,71,Science,,,,Kannada,"Cybersecurity,AI/ML,Networking",,,General,12th,Lucknow,True
834,25,89,76,Science,BE,HR,83.0,"Tamil,Urdu","Marketing,Python",Food Safety Cert,Research Intern,General,Graduate,Delhi,True
835,23,81,83,Science,,,,Telugu,"Java,Communication",,,OBC,12th,Mumbai,True
836,25,71,75,Science,MBA,General,85.0,"Punjabi,Hindi","Teamwork,Operations,React,SQL",AI Cert,Technical Intern,ST,Postgraduate,Indore,True
837,20,88,90,,,,,"Bengali,Gujarati,Malayalam","Finance,AI/ML,React",,,SC,10th,Chandigarh,True
838,21,82,74,,,,,"Urdu,Telugu,Hindi","Java,Finance,React,SQL",,,OBC,10th,Ahmedabad,True
839,23,79,79,,,,,"Malayalam,Telugu,Urdu","SQL,AI/ML,Communication",,,General,10th,Delhi,True
840,24,79,73,Commerce,B.Tech,Finance,68.0,"Assamese,Marathi,Kannada","AI/ML,Java",,Research Intern,SC,Graduate,Mumbai,True
841,23,86,89,Arts,M.Sc,General,83.0,Marathi,"Java,Research,Teamwork,SQL",Finance Cert,Cyber Security Intern,SC,Postgraduate,Indore,True
842,24,75,84,Commerce,B.Com,Electrical,90.0,Punjabi,"Marketing,Teamwork",Research Cert,Technical Intern,SC,Graduate,Kolkata,True
843,20,84,76,Commerce,B.Com,Finance,76.0,"Assamese,Marathi","Java,Research,Communication,Python",Cybersecurity Cert,,SC,Graduate,Pune,True
844,20,77,87,Science,B.Sc,Computer Science,76.0,Gujarati,"SQL,Java,Research",Cybersecurity Cert,,General,Graduate,Ahmedabad,True
845,24,83,89,Science,,,,"Telugu,Hindi","Operations,Finance,Teamwork",,,General,12th,Jaipur,True
846,21,95,81,Science,,,,Hindi,"SQL,Finance,Java",,,OBC,12th,Mumbai,True
847,20,76,85,Arts,,,,English,"Networking,Communication,SQL,Operations",,,General,12th,Indore,True
848,21,81,73,Science,B.Com,Finance,80.0,"Marathi,Tamil,Punjabi","SQL,Teamwork",AI Cert,,OBC,Graduate,Kolkata,True
849,25,80,85,Commerce,,,,Hindi,"Research,Java,SQL",,,ST,12th,Bangalore,True
850,20,73,83,Commerce,,,,"Marathi,Tamil,Urdu","Cybersecurity,Lab Work,Marketing",,,OBC,12th,Kolkata,True
851,23,95,84,,,,,"Assamese,Telugu,English","Communication,Finance",,,SC,10th,Jaipur,True
852,23,86,84,,,,,"Gujarati,Tamil","Networking,Marketing",,,SC,10th,Chandigarh,True
853,23,71,87,Commerce,M.Sc,General,83.0,"Telugu,Malayalam,Punjabi","Marketing,AI/ML,Cybersecurity",Food Safety Cert,Technical Intern,ST,Postgraduate,Chennai,True
854,24,87,80,Arts,B.Sc,General,85.0,"Urdu,English,Marathi","Networking,Communication,Finance",Research Cert,Research Intern,ST,Graduate,Mumbai,True
855,22,70,72,,,,,"Urdu,Marathi","Marketing,Lab Work",,,OBC,10th,Pune,True
856,23,83,79,Commerce,M.Tech,General,78.0,Hindi,"Lab Work,SQL",Food Safety Cert,Food Science Intern,SC,Postgraduate,Hyderabad,True
857,24,82,89,Arts,MBA,General,83.0,Hindi,"AI/ML,Lab Work,Java,Finance",Research Cert,Technical Intern,General,Postgraduate,Delhi,True
858,20,94,87,Arts,M.Tech,General,75.0,Punjabi,"Python,Communication,SQL,React",Finance Cert,Marketing Intern,General,Postgraduate,Mumbai,True
859,20,70,71,Science,B.A,HR,74.0,"Malayalam,Gujarati","Communication,AI/ML,Cybersecurity,Python",Food Safety Cert,,SC,Graduate,Lucknow,True
860,24,78,77,Commerce,B.Com,Mechanical,83.0,"Telugu,Bengali","Lab Work,Finance,Networking",MS Office Cert,,OBC,Graduate,Kolkata,True
861,24,93,70,Commerce,,,,Tamil,"SQL,Lab Work,React",,,General,12th,Indore,True
862,25,89,70,Commerce,MBA,General,88.0,"Urdu,Hindi","SQL,Teamwork,Research",AI Cert,,OBC,Postgraduate,Mumbai,True
863,25,89,80,Arts,MBA,General,78.0,Marathi,"Cybersecurity,Java,Lab Work,React",Food Safety Cert,,ST,Postgraduate,Hyderabad,True
864,24,76,83,Science,B.Com,HR,78.0,Odia,"Finance,Research,Python",,,General,Graduate,Pune,True
865,22,75,74,Commerce,M.Sc,General,88.0,"Odia,English,Tamil","Research,Finance,React,Networking",Cybersecurity Cert,Food Science Intern,OBC,Postgraduate,Kolkata,True
866,25,88,74,,,,,"Assamese,Telugu,Punjabi","SQL,Teamwork",,,SC,10th,Chennai,True
867,22,81,79,Science,,,,Odia,"Operations,Python",,,SC,12th,Hyderabad,True
868,22,92,82,Commerce,,,,"Marathi,Kannada","React,Research,AI/ML,Networking",,,SC,12th,Ahmedabad,True
869,23,82,80,,,,,"Gujarati,Malayalam","SQL,Finance",,,SC,10th,Delhi,True
870,23,89,88,Science,,,,"Kannada,Gujarati","Marketing,Lab Work,Research",,,OBC,12th,Chandigarh,True
871,23,72,77,Science,B.Sc,Finance,68.0,English,"SQL,Research,Operations",Research Cert,,OBC,Graduate,Mumbai,True
872,22,92,81,Commerce,,,,"Gujarati,Tamil,Assamese","React,Teamwork",,,SC,12th,Pune,True
873,25,84,84,Commerce,,,,English,"Operations,AI/ML",,,ST,12th,Lucknow,True
